Battery drains overnight when accelerating,"Possible parasitic draw or failing alternator. Perform a current draw test and inspect accessories. Check the battery terminals, fuses, and listen for unusual noises.",
Getting a Brake pedal soft lately,Air in the brake lines or fluid leak. Bleed the brakes and check for leaks in lines/cylinders. A quick scan with an OBD-II tool can reveal useful codes.,
The ABS pump noise after rain,"Normal during self-test; if constant, check ABS module or pump motor.",
The lorry has Starter clicking,"Weak battery or poor connections. Test battery and starter current. Check for obvious issues like low fluid, worn belts, or loose connections.",
Getting a AC compressor not engaging lately,"Check clutch relay, fuse, pressure switches, and compressor electrical supply.",
Getting a Door lock failure when driving,Actuator or wiring problem; test lock motor and fuses.,
Smoke from exhaust - blue at idle,"Blue smoke means oil burning; check valve seals, rings, or PCV system. A quick scan with an OBD-II tool can reveal useful codes.",
Transmission slips intermittently,"Check transmission fluid level and condition. If burnt or low, service fluid and inspect for leaks.",
My Engine overheating when driving,"Check coolant level, radiator fan operation, thermostat, and for clogged radiator.",
Getting a Sunroof leak,"Check seals and drainage channels; clean drains and reseal if needed. Check the battery terminals, fuses, and listen for unusual noises.",
I have a Cruise control not engaging in my van,"Check brake/clutch switch, speed sensor, or cruise module. Start with basic checks: fluids, belts, fuses, and visible leaks.",
Getting a Oil leak lately,"Inspect valve cover gasket, oil pan gasket, and front/rear main seals for leaks. Check the battery terminals, fuses, and listen for unusual noises.",
Alternative fuel issues under load,"Diesel engines: check injectors, air filters, and EGR. For hybrids: check high-voltage alerts. If you're not comfortable, a shop can run a proper diagnostic for you.",
I'm having a Door lock failure when accelerating,Actuator or wiring problem; test lock motor and fuses. Try inspecting related components and let me know what you find.,
I'm having a Rough idle on cold start,"Vacuum leak, dirty throttle body, or ignition faults. Inspect hoses and perform throttle cleaning.",
The Coolant leak lately,"Inspect hoses, radiator, water pump, and head gasket. Pressure test the cooling system. A quick scan with an OBD-II tool can reveal useful codes.",
Power loss under load when driving,"Fuel delivery or turbo/intercooler issue. Inspect fuel filter, fuel pressure, and boost system.",
My EV battery warning when driving,High-voltage battery or BMS alert; require dealer-level diagnosis for hybrids/EVs. Try inspecting related components and let me know what you find.,
I have a Oil consumption high on cold start,"Worn rings, valve guides or PCV issues; measure consumption and inspect.",
I'm having a Transmission won't shift,"Possible solenoid failure or low fluid. Scan transmission codes and test fluid pressure. Start with basic checks: fluids, belts, fuses, and visible leaks.",
Smoke from exhaust - blue on cold start,"Blue smoke means oil burning; check valve seals, rings, or PCV system. Check for obvious issues like low fluid, worn belts, or loose connections.",
truck has AC blows hot air,"Likely low refrigerant or compressor failure. Inspect for leaks and test compressor clutch. Check the battery terminals, fuses, and listen for unusual noises.",
The Engine overheating after rain,"Check coolant level, radiator fan operation, thermostat, and for clogged radiator.",
Getting a Check engine light on under load,"Use an OBD-II scanner to read trouble codes and focus diagnostics on reported system. If you're not comfortable, a shop can run a proper diagnostic for you.",
My Car won't start intermittently,"Check battery voltage, starter operation, and fuel delivery. Try a jump start and scan for codes.",
I have a Speedometer quits on cold start,Vehicle speed sensor or instrument cluster fault likely.,
Brake squeal,"Likely worn brake pads or glazing. Inspect pads, rotors and hardware; replace or clean as needed. Try inspecting related components and let me know what you find.",
I have a Park assist sensor fault when driving,Check sensors for dirt/damage and scan for parking system codes.,
I have a Smoke from exhaust - white,White smoke often indicates coolant entering combustion - head gasket/burn coolant.,
Getting a Brake squeal after rain,"Likely worn brake pads or glazing. Inspect pads, rotors and hardware; replace or clean as needed. Start with basic checks: fluids, belts, fuses, and visible leaks.",
The Excessive fuel consumption on cold start,"Dirty air filter, bad O2 sensor, or low tire pressure can cause poor economy.",
I have a Car won't start when driving,"Check battery voltage, starter operation, and fuel delivery. Try a jump start and scan for codes.",
I have a Park assist sensor fault,Check sensors for dirt/damage and scan for parking system codes.,
Getting a AC smells bad at idle,Mold in the evaporator or a dirty cabin filter. Replace the cabin filter and use an evaporator cleaner.,
My Excessive fuel consumption intermittently,"Dirty air filter, bad O2 sensor, or low tire pressure can cause poor economy.",
I have a Engine cranks but won't start lately,"Fuel or ignition problem likely. Check fuel pump, injectors, and spark supply. Check for obvious issues like low fluid, worn belts, or loose connections.",
Getting a Tire vibration in the van,Wheel imbalance or damaged tire. Check balance and inspect for uneven wear.,
Getting a Power loss under load lately,"Fuel delivery or turbo/intercooler issue. Inspect fuel filter, fuel pressure, and boost system.",
My High idle intermittently,Possible stuck throttle or vacuum leak; check idle control and vacuum lines.,
My Dashboard flicker after rain,"Electrical grounding or alternator regulator problem; check battery terminals. If you're not comfortable, a shop can run a proper diagnostic for you.",
I have a Heater core leak after rain,Heater core replacement typically needed; you may smell coolant in cabin.,
Low oil pressure,"Check engine oil level first. If normal, oil pump or sensor issues may be present. Check the battery terminals, fuses, and listen for unusual noises.",
Engine misfire on cold start,"Bad spark plugs/ignition coils or clogged injectors are common. Scan codes and inspect ignition components. Check the battery terminals, fuses, and listen for unusual noises.",
AC compressor not engaging under load,"Check clutch relay, fuse, pressure switches, and compressor electrical supply.",
I have a Sunroof won't close when driving,"Check motor, limit switches, and track debris. Check the battery terminals, fuses, and listen for unusual noises.",
Car won't start after rain,"Check battery voltage, starter operation, and fuel delivery. Try a jump start and scan for codes.",
The Exhaust smell inside car at idle,"Possible exhaust leak entering cabin; inspect exhaust manifold, gaskets, and seals. Start with basic checks: fluids, belts, fuses, and visible leaks.",
Hybrid not charging on cold start,Regenerative system issue or inverter; scan for hybrid-specific codes.,
My Park assist sensor fault in the truck,"Check sensors for dirt/damage and scan for parking system codes. Check the battery terminals, fuses, and listen for unusual noises.",
Getting a Smoke from exhaust - blue,"Blue smoke means oil burning; check valve seals, rings, or PCV system.",
Windshield wipers not working on cold start,"Check fuse, relay, or wiper motor; also inspect linkage. If you're not comfortable, a shop can run a proper diagnostic for you.",
Getting a Engine overheating at idle,"Check coolant level, radiator fan operation, thermostat, and for clogged radiator. A quick scan with an OBD-II tool can reveal useful codes.",
I have a Battery drains overnight when accelerating,Possible parasitic draw or failing alternator. Perform a current draw test and inspect accessories. A quick scan with an OBD-II tool can reveal useful codes.,
Windshield wipers not working when driving,"Check fuse, relay, or wiper motor; also inspect linkage.",
I have a Smoke from exhaust - white when accelerating,"White smoke often indicates coolant entering combustion - head gasket/burn coolant. Check for obvious issues like low fluid, worn belts, or loose connections.",
Getting a Brake pedal soft intermittently,"Air in the brake lines or fluid leak. Bleed the brakes and check for leaks in lines/cylinders. If you're not comfortable, a shop can run a proper diagnostic for you.",
I'm having a Timing chain rattle when driving,Timing chain tensioner or guide wear; inspect and replace tensioner/chain if needed.,
The Rough idle when driving,"Vacuum leak, dirty throttle body, or ignition faults. Inspect hoses and perform throttle cleaning.",
Getting a motorcycle has Suspension noise,"Inspect struts, shocks, bushings, and sway bar links for wear or looseness.",
van has Steering heavy,"Check power steering fluid level, belt drive, and power steering pump condition.",
The Key won't turn when accelerating,Steering lock or ignition cylinder problem. Try jiggling wheel while turning key. Try inspecting related components and let me know what you find.,
The Low oil pressure under load,"Check engine oil level first. If normal, oil pump or sensor issues may be present. Check for obvious issues like low fluid, worn belts, or loose connections.",
Gear grinding when accelerating,Linkage misadjustment or synchronizer wear; inspect transmission externally and shift linkage.,
My Car won't start on cold start,"Check battery voltage, starter operation, and fuel delivery. Try a jump start and scan for codes.",
I'm having a Smoke from exhaust - black in my diesel truck,"Black smoke indicates rich running - check injectors and air intake restrictions. Check for obvious issues like low fluid, worn belts, or loose connections.",
Getting a Suspension noise under load,"Inspect struts, shocks, bushings, and sway bar links for wear or looseness.",
The Excessive fuel consumption in the pickup,"Dirty air filter, bad O2 sensor, or low tire pressure can cause poor economy. If you're not comfortable, a shop can run a proper diagnostic for you.",
I'm having a Check engine light on,Use an OBD-II scanner to read trouble codes and focus diagnostics on reported system.,
The Steering pull to one side at idle,"Wheel alignment or uneven tire pressure - check pressures and alignment. Check the battery terminals, fuses, and listen for unusual noises.",
Smoke from exhaust - black after rain,Black smoke indicates rich running - check injectors and air intake restrictions.,
Clutch slipping in the van,Clutch disc worn or pressure plate issue; may need clutch replacement.,
I have a Car won't start in my van,"Check battery voltage, starter operation, and fuel delivery. Try a jump start and scan for codes. If you're not comfortable, a shop can run a proper diagnostic for you.",
I have a ABS pump noise at idle,"Normal during self-test; if constant, check ABS module or pump motor. If you're not comfortable, a shop can run a proper diagnostic for you.",
My Hybrid not charging,Regenerative system issue or inverter; scan for hybrid-specific codes.,
Getting a Brake pedal soft in my SUV,Air in the brake lines or fluid leak. Bleed the brakes and check for leaks in lines/cylinders.,
I'm having a AC blows hot air after rain,Likely low refrigerant or compressor failure. Inspect for leaks and test compressor clutch.,
I have a Tire vibration at idle,"Wheel imbalance or damaged tire. Check balance and inspect for uneven wear. Check the battery terminals, fuses, and listen for unusual noises.",
Hybrid not charging lately,Regenerative system issue or inverter; scan for hybrid-specific codes.,
Engine cranks but won't start under load,"Fuel or ignition problem likely. Check fuel pump, injectors, and spark supply. Check for obvious issues like low fluid, worn belts, or loose connections.",
The Brake squeal,"Likely worn brake pads or glazing. Inspect pads, rotors and hardware; replace or clean as needed.",
I'm having a Smoke from exhaust - blue after rain,"Blue smoke means oil burning; check valve seals, rings, or PCV system. Start with basic checks: fluids, belts, fuses, and visible leaks.",
I have a Starter clicking intermittently,Weak battery or poor connections. Test battery and starter current.,
My Battery dead under load,Battery may be discharged or faulty. Test battery voltage and charging system (alternator).,
Getting a Windshield wipers not working after rain,"Check fuse, relay, or wiper motor; also inspect linkage. If you're not comfortable, a shop can run a proper diagnostic for you.",
My Check engine light on at idle,Use an OBD-II scanner to read trouble codes and focus diagnostics on reported system.,
The Check engine after refuel in my SUV,"A loose gas cap or EVAP system issue can trigger the light - tighten the cap and re-check. If you're not comfortable, a shop can run a proper diagnostic for you.",
My AC smells bad lately,"Mold in the evaporator or a dirty cabin filter. Replace the cabin filter and use an evaporator cleaner. Check the battery terminals, fuses, and listen for unusual noises.",
I have a Power loss under load lately,"Fuel delivery or turbo/intercooler issue. Inspect fuel filter, fuel pressure, and boost system.",
Check engine light on at idle,Use an OBD-II scanner to read trouble codes and focus diagnostics on reported system. Try inspecting related components and let me know what you find.,
Getting a Starter intermittent in my motorbike,Heat soak or wiring issue; test starter relay and voltage at starter when fault occurs.,
I have a light truck has Smoke from exhaust - blue,"Blue smoke means oil burning; check valve seals, rings, or PCV system. If you're not comfortable, a shop can run a proper diagnostic for you.",
My Heater core leak at idle,"Heater core replacement typically needed; you may smell coolant in cabin. Check the battery terminals, fuses, and listen for unusual noises.",
I have a motorbike has Alternative fuel issues,"Diesel engines: check injectors, air filters, and EGR. For hybrids: check high-voltage alerts.",
I'm having a Headlight out in the motorbike,"Check bulb, fuse, and socket for corrosion or wiring issues.",
My Speedometer quits under load,Vehicle speed sensor or instrument cluster fault likely.,
Getting a Gear grinding intermittently,"Linkage misadjustment or synchronizer wear; inspect transmission externally and shift linkage. Check for obvious issues like low fluid, worn belts, or loose connections.",
The diesel truck has Alternative fuel issues,"Diesel engines: check injectors, air filters, and EGR. For hybrids: check high-voltage alerts. Try inspecting related components and let me know what you find.",
I have a light truck has Cruise control not engaging,"Check brake/clutch switch, speed sensor, or cruise module. Check the battery terminals, fuses, and listen for unusual noises.",
I have a Power loss under load at idle,"Fuel delivery or turbo/intercooler issue. Inspect fuel filter, fuel pressure, and boost system.",
Transmission fluid leak at idle,"Check pan gasket, cooler lines, and seals. Repair leaks and top up fluid.",
Getting a Speedometer quits in my motorbike,"Vehicle speed sensor or instrument cluster fault likely. Start with basic checks: fluids, belts, fuses, and visible leaks.",
Brake squeal after rain,"Likely worn brake pads or glazing. Inspect pads, rotors and hardware; replace or clean as needed.",
SUV has Steering pull to one side,Wheel alignment or uneven tire pressure - check pressures and alignment.,
pickup has Power loss under load,"Fuel delivery or turbo/intercooler issue. Inspect fuel filter, fuel pressure, and boost system. A quick scan with an OBD-II tool can reveal useful codes.",
Getting a Gear grinding on cold start,Linkage misadjustment or synchronizer wear; inspect transmission externally and shift linkage.,
The Cruise control not engaging,"Check brake/clutch switch, speed sensor, or cruise module.",
Car won't start in the light truck,"Check battery voltage, starter operation, and fuel delivery. Try a jump start and scan for codes.",
The Transmission slips after rain,"Check transmission fluid level and condition. If burnt or low, service fluid and inspect for leaks.",
My lorry has Check engine light on,"Use an OBD-II scanner to read trouble codes and focus diagnostics on reported system. If you're not comfortable, a shop can run a proper diagnostic for you.",
I'm having a motorcycle has Engine cranks but won't start,"Fuel or ignition problem likely. Check fuel pump, injectors, and spark supply. Start with basic checks: fluids, belts, fuses, and visible leaks.",
The Cruise control not engaging when accelerating,"Check brake/clutch switch, speed sensor, or cruise module. Try inspecting related components and let me know what you find.",
I'm having a Dashboard flicker in the light truck,Electrical grounding or alternator regulator problem; check battery terminals.,
Steering heavy in the motorbike,"Check power steering fluid level, belt drive, and power steering pump condition.",
Getting a Car won't start intermittently,"Check battery voltage, starter operation, and fuel delivery. Try a jump start and scan for codes.",
My EV battery warning on cold start,High-voltage battery or BMS alert; require dealer-level diagnosis for hybrids/EVs.,
I'm having a AC smells bad lately,Mold in the evaporator or a dirty cabin filter. Replace the cabin filter and use an evaporator cleaner.,
My Steering heavy after rain,"Check power steering fluid level, belt drive, and power steering pump condition.",
Tire vibration in the light truck,Wheel imbalance or damaged tire. Check balance and inspect for uneven wear.,
The Dashboard flicker under load,Electrical grounding or alternator regulator problem; check battery terminals. A quick scan with an OBD-II tool can reveal useful codes.,
van has Engine misfire,Bad spark plugs/ignition coils or clogged injectors are common. Scan codes and inspect ignition components.,
The car has Fuel gauge inaccurate,Check sender unit and wiring to fuel gauge cluster.,
I'm having a Oil consumption high when accelerating,"Worn rings, valve guides or PCV issues; measure consumption and inspect. A quick scan with an OBD-II tool can reveal useful codes.",
My ABS pump noise lately,"Normal during self-test; if constant, check ABS module or pump motor. Start with basic checks: fluids, belts, fuses, and visible leaks.",
ABS light on in my motorbike,Check wheel speed sensors and ABS modules. Scan for ABS-specific codes.,
Getting a motorcycle has Brake pedal soft,Air in the brake lines or fluid leak. Bleed the brakes and check for leaks in lines/cylinders. Try inspecting related components and let me know what you find.,
I'm having a Engine misfire lately,Bad spark plugs/ignition coils or clogged injectors are common. Scan codes and inspect ignition components.,
Getting a motorbike has Oil consumption high,"Worn rings, valve guides or PCV issues; measure consumption and inspect.",
Steering heavy intermittently,"Check power steering fluid level, belt drive, and power steering pump condition.",
The light truck has Power loss under load,"Fuel delivery or turbo/intercooler issue. Inspect fuel filter, fuel pressure, and boost system. If you're not comfortable, a shop can run a proper diagnostic for you.",
I have a Fuel smell in cabin when accelerating,"Inspect fuel lines, injector seals, and fuel tank vent for leaks.",
The Remote key fob not working when driving,"Replace battery and reprogram or check receiver module. If you're not comfortable, a shop can run a proper diagnostic for you.",
Fuel gauge inaccurate in my truck,"Check sender unit and wiring to fuel gauge cluster. Check for obvious issues like low fluid, worn belts, or loose connections.",
I have a Clutch slipping in my SUV,"Clutch disc worn or pressure plate issue; may need clutch replacement. If you're not comfortable, a shop can run a proper diagnostic for you.",
I have a Suspension noise when driving,"Inspect struts, shocks, bushings, and sway bar links for wear or looseness. Check the battery terminals, fuses, and listen for unusual noises.",
I'm having a Interior lights dim when accelerating,Faulty charging circuit or battery; test alternator output and battery health.,
The High idle on cold start,Possible stuck throttle or vacuum leak; check idle control and vacuum lines.,
I'm having a motorbike has Clutch slipping,"Clutch disc worn or pressure plate issue; may need clutch replacement. Check for obvious issues like low fluid, worn belts, or loose connections.",
My Heater core leak in my SUV,"Heater core replacement typically needed; you may smell coolant in cabin. Check for obvious issues like low fluid, worn belts, or loose connections.",
Getting a Excessive fuel consumption when accelerating,"Dirty air filter, bad O2 sensor, or low tire pressure can cause poor economy.",
I'm having a Battery drains overnight after rain,"Possible parasitic draw or failing alternator. Perform a current draw test and inspect accessories. Start with basic checks: fluids, belts, fuses, and visible leaks.",
Getting a Check engine light on at idle,"Use an OBD-II scanner to read trouble codes and focus diagnostics on reported system. Start with basic checks: fluids, belts, fuses, and visible leaks.",
I have a Hybrid not charging in the van,Regenerative system issue or inverter; scan for hybrid-specific codes. A quick scan with an OBD-II tool can reveal useful codes.,
I'm having a Transmission fluid leak lately,"Check pan gasket, cooler lines, and seals. Repair leaks and top up fluid.",
My Sunroof leak after rain,Check seals and drainage channels; clean drains and reseal if needed.,
I'm having a Transmission fluid leak on cold start,"Check pan gasket, cooler lines, and seals. Repair leaks and top up fluid. Try inspecting related components and let me know what you find.",
The Excessive fuel consumption intermittently,"Dirty air filter, bad O2 sensor, or low tire pressure can cause poor economy.",
Getting a AC smells bad in my diesel truck,"Mold in the evaporator or a dirty cabin filter. Replace the cabin filter and use an evaporator cleaner. Check for obvious issues like low fluid, worn belts, or loose connections.",
My Battery drains overnight,Possible parasitic draw or failing alternator. Perform a current draw test and inspect accessories.,
My SUV has Fuel gauge inaccurate,"Check sender unit and wiring to fuel gauge cluster. Check for obvious issues like low fluid, worn belts, or loose connections.",
I have a Transmission won't shift,Possible solenoid failure or low fluid. Scan transmission codes and test fluid pressure.,
The Steering heavy at idle,"Check power steering fluid level, belt drive, and power steering pump condition.",
Catalytic converter smell after rain,A rotten egg smell often indicates a failing catalytic converter.,
Getting a Interior lights dim in the van,"Faulty charging circuit or battery; test alternator output and battery health. Check the battery terminals, fuses, and listen for unusual noises.",
My Smoke from exhaust - white in the motorcycle,"White smoke often indicates coolant entering combustion - head gasket/burn coolant. Check the battery terminals, fuses, and listen for unusual noises.",
Smoke from exhaust - black on cold start,Black smoke indicates rich running - check injectors and air intake restrictions. Try inspecting related components and let me know what you find.,
I have a Oil leak intermittently,"Inspect valve cover gasket, oil pan gasket, and front/rear main seals for leaks. Try inspecting related components and let me know what you find.",
The Fuel gauge inaccurate,"Check sender unit and wiring to fuel gauge cluster. If you're not comfortable, a shop can run a proper diagnostic for you.",
I have a Alternative fuel issues lately,"Diesel engines: check injectors, air filters, and EGR. For hybrids: check high-voltage alerts. Start with basic checks: fluids, belts, fuses, and visible leaks.",
Transmission slips under load,"Check transmission fluid level and condition. If burnt or low, service fluid and inspect for leaks. A quick scan with an OBD-II tool can reveal useful codes.",
The Speedometer quits after rain,Vehicle speed sensor or instrument cluster fault likely.,
My Headlight out intermittently,"Check bulb, fuse, and socket for corrosion or wiring issues.",
The Clutch slipping intermittently,Clutch disc worn or pressure plate issue; may need clutch replacement. A quick scan with an OBD-II tool can reveal useful codes.,
My Timing chain rattle intermittently,"Timing chain tensioner or guide wear; inspect and replace tensioner/chain if needed. Check the battery terminals, fuses, and listen for unusual noises.",
I'm having a SUV has Remote key fob not working,Replace battery and reprogram or check receiver module.,
The Starter clicking at idle,Weak battery or poor connections. Test battery and starter current. A quick scan with an OBD-II tool can reveal useful codes.,
Getting a Transmission fluid leak after rain,"Check pan gasket, cooler lines, and seals. Repair leaks and top up fluid. A quick scan with an OBD-II tool can reveal useful codes.",
I'm having a Dashboard flicker when driving,Electrical grounding or alternator regulator problem; check battery terminals.,
Sunroof leak at idle,Check seals and drainage channels; clean drains and reseal if needed. A quick scan with an OBD-II tool can reveal useful codes.,
I have a Interior lights dim after rain,Faulty charging circuit or battery; test alternator output and battery health. Try inspecting related components and let me know what you find.,
I'm having a Transmission won't shift intermittently,Possible solenoid failure or low fluid. Scan transmission codes and test fluid pressure.,
Catalytic converter smell under load,A rotten egg smell often indicates a failing catalytic converter.,
I'm having a van has Smoke from exhaust - white,White smoke often indicates coolant entering combustion - head gasket/burn coolant. A quick scan with an OBD-II tool can reveal useful codes.,
I have a Speedometer quits lately,Vehicle speed sensor or instrument cluster fault likely.,
I have a Battery dead when driving,"Battery may be discharged or faulty. Test battery voltage and charging system (alternator). Check the battery terminals, fuses, and listen for unusual noises.",
I'm having a AC not cooling in the van,Sounds like low refrigerant or a failing compressor clutch. Check system pressure and compressor engagement. Try inspecting related components and let me know what you find.,
My Engine overheating when accelerating,"Check coolant level, radiator fan operation, thermostat, and for clogged radiator. Start with basic checks: fluids, belts, fuses, and visible leaks.",
Getting a Starter intermittent under load,Heat soak or wiring issue; test starter relay and voltage at starter when fault occurs.,
I have a AC not cooling on cold start,"Sounds like low refrigerant or a failing compressor clutch. Check system pressure and compressor engagement. Check for obvious issues like low fluid, worn belts, or loose connections.",
Speedometer quits after rain,Vehicle speed sensor or instrument cluster fault likely.,
Getting a Fuel smell in cabin lately,"Inspect fuel lines, injector seals, and fuel tank vent for leaks.",
The Smoke from exhaust - black intermittently,Black smoke indicates rich running - check injectors and air intake restrictions.,
Heater core leak on cold start,"Heater core replacement typically needed; you may smell coolant in cabin. Check for obvious issues like low fluid, worn belts, or loose connections.",
I'm having a Starter clicking intermittently,"Weak battery or poor connections. Test battery and starter current. Check the battery terminals, fuses, and listen for unusual noises.",
My Catalytic converter smell when driving,"A rotten egg smell often indicates a failing catalytic converter. Start with basic checks: fluids, belts, fuses, and visible leaks.",
I'm having a Clutch slipping in the car,Clutch disc worn or pressure plate issue; may need clutch replacement.,
I'm having a Car won't start in the diesel truck,"Check battery voltage, starter operation, and fuel delivery. Try a jump start and scan for codes.",
My EV battery warning,High-voltage battery or BMS alert; require dealer-level diagnosis for hybrids/EVs. Try inspecting related components and let me know what you find.,
Getting a Hybrid not charging under load,Regenerative system issue or inverter; scan for hybrid-specific codes. A quick scan with an OBD-II tool can reveal useful codes.,
Getting a Battery drains overnight when accelerating,Possible parasitic draw or failing alternator. Perform a current draw test and inspect accessories.,
Oil leak intermittently,"Inspect valve cover gasket, oil pan gasket, and front/rear main seals for leaks. If you're not comfortable, a shop can run a proper diagnostic for you.",
Getting a Heater core leak when driving,Heater core replacement typically needed; you may smell coolant in cabin. A quick scan with an OBD-II tool can reveal useful codes.,
I have a Brake squeal in the diesel truck,"Likely worn brake pads or glazing. Inspect pads, rotors and hardware; replace or clean as needed. If you're not comfortable, a shop can run a proper diagnostic for you.",
Getting a van has Remote key fob not working,"Replace battery and reprogram or check receiver module. Check the battery terminals, fuses, and listen for unusual noises.",
Door lock failure when driving,"Actuator or wiring problem; test lock motor and fuses. Start with basic checks: fluids, belts, fuses, and visible leaks.",
Battery drains overnight in my lorry,"Possible parasitic draw or failing alternator. Perform a current draw test and inspect accessories. If you're not comfortable, a shop can run a proper diagnostic for you.",
Cruise control not engaging in the car,"Check brake/clutch switch, speed sensor, or cruise module.",
I'm having a Rough idle at idle,"Vacuum leak, dirty throttle body, or ignition faults. Inspect hoses and perform throttle cleaning.",
The Exhaust smell inside car in the lorry,"Possible exhaust leak entering cabin; inspect exhaust manifold, gaskets, and seals. Start with basic checks: fluids, belts, fuses, and visible leaks.",
SUV has Starter intermittent,"Heat soak or wiring issue; test starter relay and voltage at starter when fault occurs. Check for obvious issues like low fluid, worn belts, or loose connections.",
I'm having a van has Engine overheating,"Check coolant level, radiator fan operation, thermostat, and for clogged radiator. Start with basic checks: fluids, belts, fuses, and visible leaks.",
My Engine cranks but won't start after rain,"Fuel or ignition problem likely. Check fuel pump, injectors, and spark supply. Start with basic checks: fluids, belts, fuses, and visible leaks.",
My ABS light on when driving,Check wheel speed sensors and ABS modules. Scan for ABS-specific codes. Try inspecting related components and let me know what you find.,
I have a Excessive fuel consumption in my truck,"Dirty air filter, bad O2 sensor, or low tire pressure can cause poor economy.",
I'm having a Hybrid not charging after rain,"Regenerative system issue or inverter; scan for hybrid-specific codes. Start with basic checks: fluids, belts, fuses, and visible leaks.",
I'm having a Catalytic converter smell lately,A rotten egg smell often indicates a failing catalytic converter. A quick scan with an OBD-II tool can reveal useful codes.,
I'm having a Steering pull to one side at idle,Wheel alignment or uneven tire pressure - check pressures and alignment.,
Getting a Speedometer quits in my light truck,"Vehicle speed sensor or instrument cluster fault likely. If you're not comfortable, a shop can run a proper diagnostic for you.",
The Engine cranks but won't start,"Fuel or ignition problem likely. Check fuel pump, injectors, and spark supply. Start with basic checks: fluids, belts, fuses, and visible leaks.",
I'm having a Starter intermittent under load,Heat soak or wiring issue; test starter relay and voltage at starter when fault occurs. A quick scan with an OBD-II tool can reveal useful codes.,
The Fuel smell in cabin at idle,"Inspect fuel lines, injector seals, and fuel tank vent for leaks.",
Suspension noise in my light truck,"Inspect struts, shocks, bushings, and sway bar links for wear or looseness. Try inspecting related components and let me know what you find.",
I'm having a ABS light on when driving,"Check wheel speed sensors and ABS modules. Scan for ABS-specific codes. If you're not comfortable, a shop can run a proper diagnostic for you.",
The Fuel gauge inaccurate after rain,"Check sender unit and wiring to fuel gauge cluster. Check the battery terminals, fuses, and listen for unusual noises.",
I'm having a EV battery warning lately,"High-voltage battery or BMS alert; require dealer-level diagnosis for hybrids/EVs. Check the battery terminals, fuses, and listen for unusual noises.",
Getting a van has Brake pedal soft,Air in the brake lines or fluid leak. Bleed the brakes and check for leaks in lines/cylinders.,
I'm having a Battery drains overnight under load,"Possible parasitic draw or failing alternator. Perform a current draw test and inspect accessories. If you're not comfortable, a shop can run a proper diagnostic for you.",
Getting a Smoke from exhaust - blue when accelerating,"Blue smoke means oil burning; check valve seals, rings, or PCV system.",
Getting a Check engine after refuel in my pickup,A loose gas cap or EVAP system issue can trigger the light - tighten the cap and re-check.,
The Engine cranks but won't start lately,"Fuel or ignition problem likely. Check fuel pump, injectors, and spark supply.",
Getting a Gear grinding at idle,"Linkage misadjustment or synchronizer wear; inspect transmission externally and shift linkage. Start with basic checks: fluids, belts, fuses, and visible leaks.",
Engine cranks but won't start when accelerating,"Fuel or ignition problem likely. Check fuel pump, injectors, and spark supply.",
Getting a Interior lights dim intermittently,"Faulty charging circuit or battery; test alternator output and battery health. Start with basic checks: fluids, belts, fuses, and visible leaks.",
Getting a lorry has High idle,"Possible stuck throttle or vacuum leak; check idle control and vacuum lines. If you're not comfortable, a shop can run a proper diagnostic for you.",
My Car won't start at idle,"Check battery voltage, starter operation, and fuel delivery. Try a jump start and scan for codes. A quick scan with an OBD-II tool can reveal useful codes.",
The Park assist sensor fault under load,Check sensors for dirt/damage and scan for parking system codes.,
Getting a Rough idle at idle,"Vacuum leak, dirty throttle body, or ignition faults. Inspect hoses and perform throttle cleaning. Check for obvious issues like low fluid, worn belts, or loose connections.",
Getting a Sunroof won't close,"Check motor, limit switches, and track debris.",
I have a Tire vibration under load,Wheel imbalance or damaged tire. Check balance and inspect for uneven wear.,
The Key won't turn in the van,"Steering lock or ignition cylinder problem. Try jiggling wheel while turning key. Check the battery terminals, fuses, and listen for unusual noises.",
Getting a AC blows hot air intermittently,Likely low refrigerant or compressor failure. Inspect for leaks and test compressor clutch.,
My AC compressor not engaging intermittently,"Check clutch relay, fuse, pressure switches, and compressor electrical supply.",
My Sunroof won't close when driving,"Check motor, limit switches, and track debris. If you're not comfortable, a shop can run a proper diagnostic for you.",
The Suspension noise when driving,"Inspect struts, shocks, bushings, and sway bar links for wear or looseness.",
I have a Smoke from exhaust - white in my motorcycle,White smoke often indicates coolant entering combustion - head gasket/burn coolant.,
My Interior lights dim at idle,Faulty charging circuit or battery; test alternator output and battery health.,
Getting a Heater core leak in my motorbike,"Heater core replacement typically needed; you may smell coolant in cabin. If you're not comfortable, a shop can run a proper diagnostic for you.",
Getting a Check engine after refuel when accelerating,"A loose gas cap or EVAP system issue can trigger the light - tighten the cap and re-check. Start with basic checks: fluids, belts, fuses, and visible leaks.",
I have a Check engine light on on cold start,Use an OBD-II scanner to read trouble codes and focus diagnostics on reported system.,
Getting a Transmission fluid leak when accelerating,"Check pan gasket, cooler lines, and seals. Repair leaks and top up fluid.",
The Check engine light on under load,"Use an OBD-II scanner to read trouble codes and focus diagnostics on reported system. If you're not comfortable, a shop can run a proper diagnostic for you.",
My Excessive fuel consumption lately,"Dirty air filter, bad O2 sensor, or low tire pressure can cause poor economy.",
I have a Clutch slipping on cold start,Clutch disc worn or pressure plate issue; may need clutch replacement.,
